序号,学校代号,学校名称,专业代号,专业名称,计划数,分数线,位次
877,1143,北京中医药大学(一流学科建设高校),13,针灸推拿学,8,643,12447
878,1143,北京中医药大学(一流学科建设高校),14,中医学,6,653,7738
879,1143,北京中医药大学(一流学科建设高校),15,中医学(实验班),6,654,7098
880,1143,北京中医药大学(一流学科建设高校),16,药学,1,644,11961
881,1143,北京中医药大学(一流学科建设高校),17,中药制药,4,633,18054
882,1143,北京中医药大学(一流学科建设高校),18,中药学,11,637,15558
883,1143,北京中医药大学(一流学科建设高校),19,中医学(卓越中医班，5+3一体化),5,661,4763
884,1143,北京中医药大学(一流学科建设高校),20,中医学(卓越针推班，5+3一体化),1,659,5299
885,1143,北京中医药大学(一流学科建设高校),21,中医学(卓越中西医班，5+3一体化),3,656,6395
886,1143,北京中医药大学(一流学科建设高校),22,中医学(卓越中医儿科班，5+3一体化),1,660,5057
887,1143,北京中医药大学(一流学科建设高校),23,中医学(卓越中医骨伤班，5+3一体化),1,660,5006
888,1144,对外经济贸易大学(一流学科建设高校),12,经济统计学,2,659,5311
889,1144,对外经济贸易大学(一流学科建设高校),13,精算学,4,658,5636
890,1144,对外经济贸易大学(一流学科建设高校),14,保险学,2,660,5218
891,1144,对外经济贸易大学(一流学科建设高校),15,金融数学,2,663,4247
892,1144,对外经济贸易大学(一流学科建设高校),16,法学类,5,662,4389
893,1144,对外经济贸易大学(一流学科建设高校),17,数据科学与大数据技术,2,656,6507
894,1144,对外经济贸易大学(一流学科建设高校),18,工商管理类,8,660,5110
895,1144,对外经济贸易大学(一流学科建设高校),19,金融工程(量化金融实验班),3,663,4239
896,1144,对外经济贸易大学(一流学科建设高校),20,投资学,2,660,5137
897,1144,对外经济贸易大学(一流学科建设高校),21,金融学类,4,661,4734
898,1144,对外经济贸易大学(一流学科建设高校),22,金融学,6,661,4947
899,1144,对外经济贸易大学(一流学科建设高校),23,金融工程,3,660,5022
900,1144,对外经济贸易大学(一流学科建设高校),24,国际经济与贸易(国际组织人才基地班),3,663,4190
901,1144,对外经济贸易大学(一流学科建设高校),25,经济学类,3,662,4592
902,1146,华北电力大学(北京)(一流学科建设高校),1,电气类,14,651,8326
903,1146,华北电力大学(北京)(一流学科建设高校),2,电子信息类,5,642,12583
904,1146,华北电力大学(北京)(一流学科建设高校),3,能源动力类(能动),10,638,15034
905,1146,华北电力大学(北京)(一流学科建设高校),4,材料类,3,636,16402
906,1146,华北电力大学(北京)(一流学科建设高校),5,自动化类,8,640,13723
907,1146,华北电力大学(北京)(一流学科建设高校),6,经济学类,4,646,10966
908,1146,华北电力大学(北京)(一流学科建设高校),7,管理科学与工程类,3,639,14757
909,1146,华北电力大学(北京)(一流学科建设高校),8,能源动力类(新能源),5,640,13989
910,1146,华北电力大学(北京)(一流学科建设高校),9,水利类,2,637,15584
911,1146,华北电力大学(北京)(一流学科建设高校),10,核工程类,7,632,19011
912,1146,华北电力大学(北京)(一流学科建设高校),11,工商管理类,8,645,11343
913,1146,华北电力大学(北京)(一流学科建设高校),12,法学类,2,648,9766
914,1146,华北电力大学(北京)(一流学科建设高校),13,公共管理类,4,644,11966
915,1146,华北电力大学(北京)(一流学科建设高校),14,外国语言文学类,2,641,13659
916,1146,华北电力大学(北京)(一流学科建设高校),15,物理学类,1,638,14991
917,1146,华北电力大学(北京)(一流学科建设高校),16,数学类,2,639,14319
918,1146,华北电力大学(北京)(一流学科建设高校),17,计算机类,8,641,13247
919,1147,清华大学(一流大学建设高校),2,环境工程(国际班),1,700,80
920,1147,清华大学(一流大学建设高校),3,理科试验班类(物理基础类),26,700,78
921,1147,清华大学(一流大学建设高校),4,文科试验班类(通用基础类),1,721,1
922,1147,清华大学(一流大学建设高校),5,临床医学类,1,704,30
923,1148,首都经济贸易大学,1,金融学(数据与计量分析),2,640,13735
924,1148,首都经济贸易大学,2,工商管理类(劳经学院),2,640,14220
925,1148,首都经济贸易大学,3,经济与贸易类,2,640,14193
926,1148,首都经济贸易大学,4,新闻传播学类,2,639,14845
927,1148,首都经济贸易大学,5,信息管理与信息系统,2,633,18168
928,1149,首都师范大学(一流学科建设高校),1,英语,4,648,9964
929,1149,首都师范大学(一流学科建设高校),2,国际经济与贸易,2,641,13279
930,1149,首都师范大学(一流学科建设高校),3,数学类,3,641,13312
931,1149,首都师范大学(一流学科建设高校),4,计算机科学与技术,4,629,20807
932,1149,首都师范大学(一流学科建设高校),5,教育学,2,647,10324
933,1149,首都师范大学(一流学科建设高校),6,中国语言文学类,3,650,8689
934,1149,首都师范大学(一流学科建设高校),7,电子商务,2,633,18220
935,1149,首都师范大学(一流学科建设高校),8,法语,4,643,12307
936,1151,首都医科大学,1,临床医学(5+3一体化),5,663,4140
937,1151,首都医科大学,2,口腔医学(5+3一体化),2,663,4181
938,1151,首都医科大学,3,中医学,2,651,8581
939,1151,首都医科大学,4,精神医学,1,650,8801
940,1151,首都医科大学,5,护理学,3,613,33717
941,1151,首都医科大学,6,临床药学,2,650,8871
942,1151,首都医科大学,7,基础医学,3,641,13539
943,1151,首都医科大学,8,临床医学,6,658,5741
944,1151,首都医科大学,9,康复治疗学,2,633,18338
945,1151,首都医科大学,10,药学,2,643,12545
946,1151,首都医科大学,11,法学(卫生法学),2,640,13796
947,1151,首都医科大学,12,助产学,2,612,35082
948,1153,中国传媒大学(一流学科建设高校),5,国际新闻与传播,3,661,4948
949,1153,中国传媒大学(一流学科建设高校),6,网络与新媒体,2,659,5460
950,1153,中国传媒大学(一流学科建设高校),7,数字媒体技术(游戏设计技术方向),3,651,8374
951,1153,中国传媒大学(一流学科建设高校),8,汉语言,2,657,6206
952,1153,中国传媒大学(一流学科建设高校),9,文化产业管理,3,656,6280
953,1153,中国传媒大学(一流学科建设高校),10,翻译,2,657,6262
954,1153,中国传媒大学(一流学科建设高校),11,传播学(中外合作办学),6,652,7921
955,1153,中国传媒大学(一流学科建设高校),12,智能科学与技术(智能影像工程方向),2,647,10073
956,1153,中国传媒大学(一流学科建设高校),13,行政管理(国家治理与政治传播方向),2,655,6939
957,1153,中国传媒大学(一流学科建设高校),14,物联网工程,2,646,10554
958,1153,中国传媒大学(一流学科建设高校),15,广播电视学,2,660,5145
959,1153,中国传媒大学(一流学科建设高校),16,工商管理类,2,654,7092
960,1153,中国传媒大学(一流学科建设高校),17,新闻学(数据新闻报道方向),2,663,4317
961,1153,中国传媒大学(一流学科建设高校),18,网络与新媒体(媒体创意方向),2,662,4556
962,1153,中国传媒大学(一流学科建设高校),19,传播学,2,660,5272
963,1153,中国传媒大学(一流学科建设高校),20,广告学,2,667,3267
964,1153,中国传媒大学(一流学科建设高校),21,广告学(数字营销方向),2,661,4859
965,1153,中国传媒大学(一流学科建设高校),22,广播电视工程,3,649,9532
966,1153,中国传媒大学(一流学科建设高校),23,电子信息工程,2,644,11499
967,1153,中国传媒大学(一流学科建设高校),24,数字媒体技术,2,652,8103
968,1153,中国传媒大学(一流学科建设高校),25,英语,3,655,6988
969,1154,中国地质大学(北京)(一流学科建设高校),1,地质工程,2,626,22929
970,1154,中国地质大学(北京)(一流学科建设高校),2,地质学类(地质地矿类),7,627,22503
971,1154,中国地质大学(北京)(一流学科建设高校),3,地质学(基地班),1,643,12249
972,1154,中国地质大学(北京)(一流学科建设高校),4,土木工程,2,632,19110
973,1154,中国地质大学(北京)(一流学科建设高校),5,机械设计制造及其自动化,1,635,17018
974,1154,中国地质大学(北京)(一流学科建设高校),6,测控技术与仪器,2,626,23241
975,1154,中国地质大学(北京)(一流学科建设高校),7,海洋科学,3,631,19638
976,1154,中国地质大学(北京)(一流学科建设高校),8,勘查技术与工程,2,624,24914
977,1154,中国地质大学(北京)(一流学科建设高校),9,地球物理学,1,643,12345
978,1154,中国地质大学(北京)(一流学科建设高校),10,测绘工程,3,625,24277
979,1154,中国地质大学(北京)(一流学科建设高校),11,土地资源管理,3,642,12735
980,1154,中国地质大学(北京)(一流学科建设高校),12,海洋资源与环境,1,633,18494
981,1154,中国地质大学(北京)(一流学科建设高校),13,土地整治工程,1,636,16307
982,1154,中国地质大学(北京)(一流学科建设高校),14,数学与应用数学,2,637,15592
983,1154,中国地质大学(北京)(一流学科建设高校),15,英语,2,641,13630
984,1154,中国地质大学(北京)(一流学科建设高校),16,宝石及材料工艺学,2,634,17498
985,1154,中国地质大学(北京)(一流学科建设高校),17,法学,2,645,11034
986,1154,中国地质大学(北京)(一流学科建设高校),18,工商管理类(经济管理类),6,640,13755
987,1154,中国地质大学(北京)(一流学科建设高校),19,资源勘查工程(能源),1,627,22806
988,1154,中国地质大学(北京)(一流学科建设高校),20,信息管理与信息系统,2,635,16736
989,1154,中国地质大学(北京)(一流学科建设高校),21,资源勘查工程(新能源地质与工程),2,628,21752
990,1154,中国地质大学(北京)(一流学科建设高校),22,环境工程,2,626,23050
991,1154,中国地质大学(北京)(一流学科建设高校),23,石油工程,1,630,20085
992,1154,中国地质大学(北京)(一流学科建设高校),24,地下水科学与工程,2,622,26046
993,1154,中国地质大学(北京)(一流学科建设高校),25,水文与水资源工程,2,626,23466
994,1154,中国地质大学(北京)(一流学科建设高校),26,电子信息工程,1,640,14151
995,1154,中国地质大学(北京)(一流学科建设高校),27,地理信息科学,2,638,15262
996,1154,中国地质大学(北京)(一流学科建设高校),28,软件工程,2,638,15249
997,1154,中国地质大学(北京)(一流学科建设高校),29,电气工程及其自动化,2,636,16136
998,1154,中国地质大学(北京)(一流学科建设高校),30,计算机科学与技术,2,640,13997
999,1154,中国地质大学(北京)(一流学科建设高校),31,材料物理,1,633,18351
1000,1154,中国地质大学(北京)(一流学科建设高校),32,安全工程,2,627,22304
1001,1154,中国地质大学(北京)(一流学科建设高校),33,材料类,3,632,18809
1002,1155,中国矿业大学(北京)(一流学科建设高校),1,化学工程与工艺,4,626,23055
1003,1155,中国矿业大学(北京)(一流学科建设高校),2,计算机科学与技术,2,638,15325
1004,1155,中国矿业大学(北京)(一流学科建设高校),3,土木工程,3,630,20110
1005,1155,中国矿业大学(北京)(一流学科建设高校),4,工商管理类,3,640,13819
1006,1155,中国矿业大学(北京)(一流学科建设高校),5,机械类,3,630,20544
1007,1155,中国矿业大学(北京)(一流学科建设高校),6,材料科学与工程,2,626,22884
1008,1155,中国矿业大学(北京)(一流学科建设高校),7,地球物理学,3,623,25232
1009,1155,中国矿业大学(北京)(一流学科建设高校),8,数学类,4,635,17117
1010,1155,中国矿业大学(北京)(一流学科建设高校),9,地质类,3,627,22600
1011,1155,中国矿业大学(北京)(一流学科建设高校),10,行政管理,3,639,14401
1012,1155,中国矿业大学(北京)(一流学科建设高校),11,英语,2,640,13724
1013,1155,中国矿业大学(北京)(一流学科建设高校),12,法学,2,645,11450
1014,1155,中国矿业大学(北京)(一流学科建设高校),13,环境工程,3,629,21250
1015,1156,中国劳动关系学院,5,劳动与社会保障,7,594,0
1016,1156,中国劳动关系学院,7,劳动关系,4,594,0
1017,1156,中国劳动关系学院,8,法学,7,597,50479
1018,1157,中国农业大学(一流大学建设高校),1,农村区域发展,2,653,7612
1019,1157,中国农业大学(一流大学建设高校),2,英语,2,651,8367
1020,1157,中国农业大学(一流大学建设高校),3,社会学,1,655,6905
1021,1157,中国农业大学(一流大学建设高校),4,工程力学,2,642,12965
1022,1157,中国农业大学(一流大学建设高校),5,经济学类,3,654,7324
1023,1157,中国农业大学(一流大学建设高校),6,法学,2,654,7141
1024,1157,中国农业大学(一流大学建设高校),7,数学与应用数学,1,650,8716
1025,1157,中国农业大学(一流大学建设高校),8,理科试验班(信息科学),2,652,8077
1026,1157,中国农业大学(一流大学建设高校),9,地理科学类,2,654,7255
1027,1157,中国农业大学(一流大学建设高校),10,生物科学类,3,654,7065
1028,1157,中国农业大学(一流大学建设高校),11,化学类,4,645,11229
1029,1157,中国农业大学(一流大学建设高校),12,农学,3,652,8094
1030,1157,中国农业大学(一流大学建设高校),13,园艺,3,651,8463
1031,1157,中国农业大学(一流大学建设高校),14,传播学,2,652,8050
1032,1157,中国农业大学(一流大学建设高校),15,环境科学与工程类,5,645,11145
1033,1157,中国农业大学(一流大学建设高校),16,计算机类,2,650,8797
1034,1157,中国农业大学(一流大学建设高校),17,电子信息类,4,647,10442
1035,1157,中国农业大学(一流大学建设高校),18,机械类,8,642,12922
1036,1157,中国农业大学(一流大学建设高校),19,植物保护,4,648,9650
1037,1157,中国农业大学(一流大学建设高校),20,食品科学与工程类,7,649,9248
1038,1157,中国农业大学(一流大学建设高校),21,理科试验班类(生命科学),2,657,6264
1039,1157,中国农业大学(一流大学建设高校),22,传播学(中外合作办学),1,645,11368
1040,1157,中国农业大学(一流大学建设高校),23,水利类,7,644,11839
1041,1157,中国农业大学(一流大学建设高校),24,动物科学,3,648,9841
1042,1157,中国农业大学(一流大学建设高校),25,园林,1,647,10460
1043,1157,中国农业大学(一流大学建设高校),26,草业科学,2,647,10372
1044,1157,中国农业大学(一流大学建设高校),27,工商管理类,4,653,7714
1045,1157,中国农业大学(一流大学建设高校),28,农林经济管理(中外合作办学),2,644,11672
1046,1157,中国农业大学(一流大学建设高校),29,动物医学,4,648,9958
1047,1157,中国农业大学(一流大学建设高校),30,国际经济与贸易(中外合作办学),2,645,11213
1048,1157,中国农业大学(一流大学建设高校),31,农业工程类,2,644,11767
1049,1159,中国人民大学(一流大学建设高校),2,社会科学试验班(管理学科类),7,683,812
1050,1159,中国人民大学(一流大学建设高校),3,经济学类,10,689,408
1051,1159,中国人民大学(一流大学建设高校),4,新闻传播学类,6,687,509
1052,1159,中国人民大学(一流大学建设高校),5,法学,5,693,246
1053,1159,中国人民大学(一流大学建设高校),6,社会学类,4,685,654
1054,1159,中国人民大学(一流大学建设高校),7,国际政治,5,683,783
1055,1159,中国人民大学(一流大学建设高校),8,人力资源管理,4,684,752
1056,1159,中国人民大学(一流大学建设高校),9,工商管理类,10,686,552
1057,1159,中国人民大学(一流大学建设高校),10,金融学类,6,691,342
1058,1159,中国人民大学(一流大学建设高校),11,财政学类,2,688,448
1059,1159,中国人民大学(一流大学建设高校),12,理科试验班,14,684,707
1060,1160,中国石油大学(北京)(一流学科建设高校),1,工商管理类,2,640,14277
1061,1160,中国石油大学(北京)(一流学科建设高校),2,机械类,4,628,21629
1062,1160,中国石油大学(北京)(一流学科建设高校),3,经济学类,1,642,12585
1063,1160,中国石油大学(北京)(一流学科建设高校),4,安全工程,1,626,22991
1064,1160,中国石油大学(北京)(一流学科建设高校),5,思想政治教育,1,640,14275
1065,1160,中国石油大学(北京)(一流学科建设高校),6,地质类,1,627,22607
1066,1160,中国石油大学(北京)(一流学科建设高校),7,石油工程,2,632,18928
1067,1160,中国石油大学(北京)(一流学科建设高校),8,计算机科学与技术,1,639,14498
1068,1160,中国石油大学(北京)(一流学科建设高校),9,化工与制药类,3,632,19103
1069,1160,中国石油大学(北京)(一流学科建设高校),10,油气储运工程,2,632,18937
1070,1160,中国石油大学(北京)(一流学科建设高校),11,海洋油气工程,2,630,20561
1071,1160,中国石油大学(北京)(一流学科建设高校),12,环境科学与工程类,3,634,17376
1072,1160,中国石油大学(北京)(一流学科建设高校),13,应用化学,1,636,16642
1073,1160,中国石油大学(北京)(一流学科建设高校),14,英语,2,639,14403
1074,1160,中国石油大学(北京)(一流学科建设高校),15,数学类,2,632,18733
1075,1160,中国石油大学(北京)(一流学科建设高校),16,电子信息工程,1,635,17325
1076,1160,中国石油大学(北京)(一流学科建设高校),17,自动化,2,632,19133
1077,1160,中国石油大学(北京)(一流学科建设高校),18,材料科学与工程,2,626,23238
1078,1160,中国石油大学(北京)(一流学科建设高校),19,新能源科学与工程,1,634,17348
1079,1161,中国戏曲学院,1,戏剧影视文学(戏曲文学),3,620,28417
1080,1161,中国戏曲学院,2,艺术管理(国际文化交流),2,612,35324
1081,1163,中国政法大学(一流学科建设高校),1,法学(法学人才培养模式改革实验班),11,679,1201
1082,1163,中国政法大学(一流学科建设高校),2,法学(涉外法律人才培养模式实验班),5,682,906
1083,1163,中国政法大学(一流学科建设高校),3,社会工作,1,660,4971
1084,1163,中国政法大学(一流学科建设高校),4,英语(法律英语方向),4,660,5248
1085,1163,中国政法大学(一流学科建设高校),5,法学,24,671,2415
1086,1163,中国政法大学(一流学科建设高校),6,哲学,3,658,5912
1087,1163,中国政法大学(一流学科建设高校),7,行政管理,3,658,5921
1088,1163,中国政法大学(一流学科建设高校),8,国际商务,3,657,6063
1089,1163,中国政法大学(一流学科建设高校),9,工商管理,4,657,6212
1090,1163,中国政法大学(一流学科建设高校),10,德语,1,661,4813
1091,1163,中国政法大学(一流学科建设高校),11,新闻学,2,658,5849
1092,1163,中国政法大学(一流学科建设高校),12,应用心理学,2,659,5537
1093,1163,中国政法大学(一流学科建设高校),13,金融工程(成思危现代金融菁英班),4,658,5826
1094,1163,中国政法大学(一流学科建设高校),14,国际政治,3,659,5345
1095,1163,中国政法大学(一流学科建设高校),15,政治学与行政学,2,663,4341
1096,1163,中国政法大学(一流学科建设高校),16,思想政治教育,2,657,6145
1097,1164,中华女子学院,2,法学,3,594,0
1098,1165,中央财经大学(一流学科建设高校),1,财政学(财政理论与政策),3,662,4625
1099,1165,中央财经大学(一流学科建设高校),2,新闻传播学类,4,656,6581
1100,1165,中央财经大学(一流学科建设高校),3,计算机类,4,654,7170
1101,1165,中央财经大学(一流学科建设高校),4,社会学类,4,655,6902
1102,1165,中央财经大学(一流学科建设高校),5,投资学,4,661,4802
1103,1165,中央财经大学(一流学科建设高校),6,公共管理类,4,657,6180
1104,1165,中央财经大学(一流学科建设高校),7,统计学类,5,659,5515
1105,1165,中央财经大学(一流学科建设高校),8,国际经济与贸易(中外合作办学)(国际贸易、金融风险管理),7,655,6983
1106,1165,中央财经大学(一流学科建设高校),9,工商管理类(商学院),4,662,4449
1107,1165,中央财经大学(一流学科建设高校),10,管理科学与工程类,5,654,7268
1108,1165,中央财经大学(一流学科建设高校),11,精算学,4,661,4732
1109,1165,中央财经大学(一流学科建设高校),12,金融学类,5,667,3064
1110,1165,中央财经大学(一流学科建设高校),13,数学类,5,657,6038
1111,1165,中央财经大学(一流学科建设高校),14,法学,5,659,5555
1112,1165,中央财经大学(一流学科建设高校),15,经济学(数理经济与数理金融),4,665,3656
1113,1165,中央财经大学(一流学科建设高校),16,工商管理类(会计学院),5,667,3173
1114,1165,中央财经大学(一流学科建设高校),17,财政学类,4,665,3624
1115,1167,中央民族大学(一流大学建设高校),1,教育学,2,651,8583
1116,1167,中央民族大学(一流大学建设高校),2,日语,2,649,9480
1117,1167,中央民族大学(一流大学建设高校),3,文物与博物馆学,2,651,8650
1118,1167,中央民族大学(一流大学建设高校),4,新闻传播学类,2,651,8312
1119,1167,中央民族大学(一流大学建设高校),5,历史学类,2,652,8165
1120,1167,中央民族大学(一流大学建设高校),6,生物科学类,2,646,10515
1121,1167,中央民族大学(一流大学建设高校),7,统计学类,2,644,11577
1122,1167,中央民族大学(一流大学建设高校),8,电子信息类,2,642,12574
1123,1167,中央民族大学(一流大学建设高校),9,信息与计算科学,2,642,12577
1124,1167,中央民族大学(一流大学建设高校),10,环境科学(中外合作办学),4,635,17184
1125,1167,中央民族大学(一流大学建设高校),11,工商管理类,3,651,8530
1126,1167,中央民族大学(一流大学建设高校),12,哲学类,2,650,9045
1127,1167,中央民族大学(一流大学建设高校),13,法学类,2,654,7411
1128,1167,中央民族大学(一流大学建设高校),14,经济学类,3,650,8841
1129,1167,中央民族大学(一流大学建设高校),15,外国语言文学类,2,651,8487
1130,1167,中央民族大学(一流大学建设高校),16,汉语言文学,2,654,7391
1131,1167,中央民族大学(一流大学建设高校),17,民族学,2,653,7772
1132,1170,北京联合大学,2,工商管理类,2,597,50549
1133,1170,北京联合大学,3,人力资源管理,2,595,52272
1134,1170,北京联合大学,5,旅游管理,2,594,0
1135,1171,北京邮电大学(宏福校区)(一流学科建设高校),1,电信工程及管理(中外合作办学),4,642,12799
1136,1171,北京邮电大学(宏福校区)(一流学科建设高校),2,电子商务及法律(中外合作办学),3,636,16194
1137,1171,北京邮电大学(宏福校区)(一流学科建设高校),3,物联网工程(中外合作办学),2,648,9631
1138,1189,中国科学院大学(一流学科建设高校),1,数学与应用数学,1,692,273
1139,1189,中国科学院大学(一流学科建设高校),2,计算机科学与技术,1,694,197
1140,1202,河北工业大学(一流学科建设高校),1,电子科学与技术,3,630,20229
1141,1202,河北工业大学(一流学科建设高校),2,金融学,2,639,14343
1142,1202,河北工业大学(一流学科建设高校),3,自动化,3,630,20325
1143,1202,河北工业大学(一流学科建设高校),4,计算机类,4,632,18748
1144,1202,河北工业大学(一流学科建设高校),5,海洋技术,4,621,26894
1145,1202,河北工业大学(一流学科建设高校),6,经济学,2,636,16602
1146,1202,河北工业大学(一流学科建设高校),7,土木类,2,624,24937
1147,1202,河北工业大学(一流学科建设高校),8,建筑环境与能源应用工程,2,622,26049
1148,1202,河北工业大学(一流学科建设高校),9,能源与动力工程,2,627,22468
1149,1202,河北工业大学(一流学科建设高校),10,机械类,2,627,22756
1150,1202,河北工业大学(一流学科建设高校),11,电气工程及其自动化,2,633,18391
1151,1202,河北工业大学(一流学科建设高校),12,制药工程,2,629,20873
1152,1203,南开大学(一流大学建设高校),2,口腔医学,3,661,4893
1153,1203,南开大学(一流大学建设高校),3,工商管理类,10,662,4632
1154,1203,南开大学(一流大学建设高校),4,哲学类,4,660,5236
1155,1203,南开大学(一流大学建设高校),5,经济学类,6,663,4066
1156,1203,南开大学(一流大学建设高校),6,中国语言文学类,7,662,4581
1157,1203,南开大学(一流大学建设高校),7,法学,4,663,4154
1158,1203,南开大学(一流大学建设高校),8,金融学类,4,668,2967
1159,1203,南开大学(一流大学建设高校),9,公共管理类,5,661,4923
1160,1203,南开大学(一流大学建设高校),10,理科试验班(数理科学与大数据),11,660,5042
1161,1203,南开大学(一流大学建设高校),11,计算机类(信息科学与技术类试验班),16,657,6132
1162,1203,南开大学(一流大学建设高校),12,化学类,6,658,5812
1163,1203,南开大学(一流大学建设高校),13,历史学类,4,663,4289
1164,1203,南开大学(一流大学建设高校),14,临床医学(5+3一体化),6,661,4818
1165,1206,天津财经大学,1,广告学,3,619,29240
1166,1206,天津财经大学,2,旅游管理类,4,607,39938
1167,1206,天津财经大学,3,工商管理类,8,627,22549
1168,1206,天津财经大学,4,物流管理,3,618,29546
1169,1206,天津财经大学,5,经济统计学(金融统计与精算),3,635,16989
1170,1206,天津财经大学,6,经济学,4,633,18071
1171,1206,天津财经大学,7,国际商务,4,623,25636
1172,1206,天津财经大学,8,会计学(注册会计师),2,642,12867
1173,1206,天津财经大学,9,国际经济与贸易,4,631,19849
1174,1206,天津财经大学,10,财政学类,4,631,19617
1175,1206,天津财经大学,11,金融学类,4,636,16289
1176,1206,天津财经大学,12,会计学,3,641,13590
1177,1210,天津大学(一流大学建设高校),1,工科试验班(智能制造与建造),8,653,7482
1178,1210,天津大学(一流大学建设高校),2,工科试验班(智能与计算类),2,657,6159
1179,1210,天津大学(一流大学建设高校),3,工科试验班(精仪与光电信息类),7,654,7297
1180,1210,天津大学(一流大学建设高校),4,工科试验班(电气信息类),6,654,7064
1181,1210,天津大学(一流大学建设高校),5,建筑类,3,662,4352
1182,1210,天津大学(一流大学建设高校),6,医学技术类(新医科试验班),5,655,6712
1183,1210,天津大学(一流大学建设高校),7,法学,4,659,5331
1184,1210,天津大学(一流大学建设高校),8,管理科学与工程类,12,651,8595
1185,1210,天津大学(一流大学建设高校),9,化工与制药类(化工能源与生命医药试验班),5,656,6500
1186,1214,天津职业技术师范大学,8,财务会计教育(师范),1,605,41996
1187,1216,天津工业大学(一流学科建设高校),1,工业设计,4,614,32870
1188,1216,天津工业大学(一流学科建设高校),2,工商管理类,4,608,38954
1189,1216,天津工业大学(一流学科建设高校),3,数学与应用数学,4,601,45374
1190,1216,天津工业大学(一流学科建设高校),4,应用统计学,4,596,50609
1191,1216,天津工业大学(一流学科建设高校),5,机械电子工程,4,596,50858
1192,1216,天津工业大学(一流学科建设高校),6,机械工程,4,598,49269
1193,1216,天津工业大学(一流学科建设高校),7,电气工程及其自动化,4,604,42794
1194,1216,天津工业大学(一流学科建设高校),8,人工智能,4,604,43109
1195,1216,天津工业大学(一流学科建设高校),9,电子科学与技术,4,600,46914
1196,1216,天津工业大学(一流学科建设高校),10,电子信息工程,4,602,44576
1197,1216,天津工业大学(一流学科建设高校),11,数据科学与大数据技术,4,601,45373
1198,1216,天津工业大学(一流学科建设高校),12,网络空间安全,4,603,43914
1199,1216,天津工业大学(一流学科建设高校),13,自动化,4,599,47508
1200,1216,天津工业大学(一流学科建设高校),14,智能医学工程,4,599,47644
1201,1216,天津工业大学(一流学科建设高校),15,纺织工程,4,598,49264
1202,1216,天津工业大学(一流学科建设高校),16,非织造材料与工程,4,599,47776
1203,1216,天津工业大学(一流学科建设高校),17,环境工程,4,601,45664
1204,1216,天津工业大学(一流学科建设高校),18,制药工程,4,600,47073
1205,1216,天津工业大学(一流学科建设高校),19,轻化工程,2,598,49293
1206,1216,天津工业大学(一流学科建设高校),20,复合材料与工程,4,598,49004
1207,1216,天津工业大学(一流学科建设高校),21,无机非金属材料工程,4,598,49133
1208,1216,天津工业大学(一流学科建设高校),22,材料科学与工程,4,601,46167
1209,1216,天津工业大学(一流学科建设高校),23,经济学类,4,606,40223
1210,1223,天津科技大学,3,电气工程及其自动化,4,602,44366
1211,1223,天津科技大学,5,国际经济与贸易,4,594,0
1212,1223,天津科技大学,6,财务管理,4,595,52180
1213,1223,天津科技大学,15,物联网工程,4,594,0
1214,1223,天津科技大学,16,数字媒体技术,3,594,0
1215,1224,天津理工大学,3,材料物理,3,594,0
1216,1224,天津理工大学,5,集成电路设计与集成系统,5,594,0
1217,1224,天津理工大学,6,人工智能,3,594,0
1218,1224,天津理工大学,7,电子科学与技术,2,594,53699
1219,1224,天津理工大学,8,光电信息科学与工程,3,594,0
1220,1224,天津理工大学,9,药学,2,594,0
1221,1224,天津理工大学,18,工商管理类,8,594,0
1222,1224,天津理工大学,22,大数据管理与应用,2,594,0
1223,1224,天津理工大学,25,管理科学与工程类,8,594,0
1224,1229,天津商业大学,2,经济学类,5,594,0
1225,1229,天津商业大学,11,会计学,4,594,0
1226,1232,天津师范大学,1,计算机科学与技术,1,599,47512
1227,1232,天津师范大学,2,英语(师范),4,621,27374
1228,1232,天津师范大学,3,数学与应用数学,1,623,25447
1229,1232,天津师范大学,4,生物科学,2,607,39764
1230,1232,天津师范大学,5,生物科学(师范),2,620,27667
1231,1232,天津师范大学,6,化学,4,601,45482
1232,1232,天津师范大学,7,电子信息科学与技术,4,594,0
1233,1232,天津师范大学,8,法学,3,619,29337
1234,1232,天津师范大学,9,教育学类(师范),4,625,24219
1235,1235,天津外国语大学,1,汉语国际教育,3,609,37674
1236,1235,天津外国语大学,2,经济学(中外合作办学),4,594,0
1237,1235,天津外国语大学,3,汉语言文学,2,619,29097
1238,1235,天津外国语大学,4,外交学,1,628,21806
1239,1235,天津外国语大学,5,国际政治,2,603,44162
1240,1235,天津外国语大学,6,德语,2,628,22079
1241,1235,天津外国语大学,7,法语,1,626,23094
1242,1235,天津外国语大学,8,金融学,4,602,44835
1243,1235,天津外国语大学,9,外国语言文学类,6,622,26814
1244,1235,天津外国语大学,10,国际经济与贸易,2,604,42957
1245,1235,天津外国语大学,11,工商管理类,5,597,50190
1246,1235,天津外国语大学,13,行政管理,1,603,43829
1247,1235,天津外国语大学,14,广告学,1,610,36666
1248,1235,天津外国语大学,15,意大利语,1,635,16759
1249,1235,天津外国语大学,17,西班牙语,2,631,19925
1250,1235,天津外国语大学,18,日语,4,621,27051
1251,1235,天津外国语大学,19,阿拉伯语,2,607,40019
1252,1235,天津外国语大学,20,朝鲜语,1,610,37271
1253,1235,天津外国语大学,21,俄语,2,621,27117
